
CondaError: Run 'conda init' before 'conda activate'

[GPU 3] Subsets 13-16 (4 tasks)

>>>>>>>>>> [GPU 3] (1/4) recode-waste-czvmg-fsod-yxsw <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
17:39:43 [INFO] ============================================================
17:39:43 [INFO] RF20VL Few-Shot Object Detection — Inference
17:39:43 [INFO] ============================================================
17:39:43 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'recode-waste-czvmg-fsod-yxsw', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
17:39:43 [INFO] Loading Sam3Segmenter on cuda ...
17:40:04 [INFO] Model loaded in 21.42 s
17:40:04 [INFO] Found 1 subset(s): ['recode-waste-czvmg-fsod-yxsw']
17:40:05 [INFO] Dataset loaded: subset=recode-waste-czvmg-fsod-yxsw, samples=1421, categories={1: 'aggregate', 2: 'cardboard', 3: 'hard plastic', 4: 'metal', 5: 'soft plastic', 6: 'timber'} (0.34 s)
17:40:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1/1421 | category=aggregate | supports=2 | candidates=49 | visual=60 tv=60 text=0 | 6.27 s
18:34:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 824/1421 | category=metal | supports=3 | candidates=34 | visual=37 tv=38 text=10 | 4.61 s
18:34:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 825/1421 | category=metal | supports=3 | candidates=29 | visual=43 tv=45 text=16 | 4.24 s
18:34:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 826/1421 | category=metal | supports=3 | candidates=35 | visual=44 tv=43 text=5 | 4.68 s
18:34:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 827/1421 | category=metal | supports=3 | candidates=28 | visual=31 tv=32 text=1 | 4.15 s
18:34:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 828/1421 | category=metal | supports=3 | candidates=29 | visual=36 tv=36 text=3 | 4.23 s
18:34:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 829/1421 | category=metal | supports=3 | candidates=35 | visual=46 tv=47 text=8 | 4.68 s
18:34:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 830/1421 | category=metal | supports=3 | candidates=39 | visual=39 tv=38 text=6 | 4.98 s
18:34:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 831/1421 | category=metal | supports=3 | candidates=15 | visual=17 tv=17 text=4 | 3.17 s
18:34:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 832/1421 | category=metal | supports=3 | candidates=42 | visual=60 tv=55 text=20 | 5.20 s
18:34:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 833/1421 | category=metal | supports=3 | candidates=41 | visual=50 tv=51 text=14 | 5.12 s
18:34:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 834/1421 | category=metal | supports=3 | candidates=38 | visual=64 tv=60 text=24 | 4.92 s
18:34:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 835/1421 | category=metal | supports=3 | candidates=39 | visual=50 tv=52 text=14 | 4.99 s
18:35:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 836/1421 | category=metal | supports=3 | candidates=44 | visual=54 tv=52 text=13 | 5.37 s
18:35:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 837/1421 | category=metal | supports=3 | candidates=23 | visual=28 tv=28 text=5 | 3.77 s
18:35:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 838/1421 | category=metal | supports=3 | candidates=21 | visual=26 tv=27 text=9 | 3.63 s
18:35:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 839/1421 | category=metal | supports=3 | candidates=29 | visual=37 tv=38 text=3 | 4.23 s
18:35:19 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 840/1421 | category=metal | supports=3 | candidates=29 | visual=32 tv=33 text=7 | 4.23 s
18:35:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 841/1421 | category=metal | supports=3 | candidates=33 | visual=34 tv=33 text=4 | 4.53 s
18:35:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 842/1421 | category=metal | supports=3 | candidates=39 | visual=43 tv=43 text=13 | 5.00 s
18:35:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 843/1421 | category=metal | supports=3 | candidates=13 | visual=17 tv=18 text=2 | 3.04 s
18:35:35 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 844/1421 | category=metal | supports=3 | candidates=23 | visual=32 tv=31 text=1 | 3.79 s
18:35:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 845/1421 | category=metal | supports=3 | candidates=28 | visual=41 tv=38 text=4 | 4.17 s
18:35:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 846/1421 | category=metal | supports=3 | candidates=22 | visual=23 tv=23 text=0 | 3.72 s
18:35:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 847/1421 | category=metal | supports=3 | candidates=27 | visual=35 tv=34 text=11 | 4.08 s
18:35:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 848/1421 | category=metal | supports=3 | candidates=37 | visual=59 tv=52 text=20 | 4.85 s
18:35:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 849/1421 | category=metal | supports=3 | candidates=31 | visual=35 tv=34 text=6 | 4.38 s
18:36:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 850/1421 | category=metal | supports=3 | candidates=33 | visual=39 tv=38 text=3 | 4.53 s
18:36:05 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 851/1421 | category=metal | supports=3 | candidates=24 | visual=33 tv=32 text=0 | 3.84 s
18:36:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 852/1421 | category=metal | supports=3 | candidates=48 | visual=56 tv=55 text=12 | 5.66 s
18:36:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 853/1421 | category=metal | supports=3 | candidates=38 | visual=39 tv=39 text=6 | 4.88 s
18:36:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 854/1421 | category=metal | supports=3 | candidates=24 | visual=61 tv=51 text=17 | 3.85 s
18:36:25 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 855/1421 | category=metal | supports=3 | candidates=43 | visual=60 tv=57 text=18 | 5.29 s
18:36:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 856/1421 | category=metal | supports=3 | candidates=34 | visual=38 tv=38 text=8 | 4.62 s
18:36:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 857/1421 | category=metal | supports=3 | candidates=20 | visual=21 tv=21 text=1 | 3.56 s
18:36:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 858/1421 | category=metal | supports=3 | candidates=37 | visual=47 tv=47 text=14 | 4.84 s
18:36:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 859/1421 | category=metal | supports=3 | candidates=32 | visual=37 tv=41 text=8 | 4.47 s
18:36:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 860/1421 | category=metal | supports=3 | candidates=34 | visual=35 tv=35 text=2 | 4.61 s
18:36:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 861/1421 | category=metal | supports=3 | candidates=30 | visual=34 tv=36 text=4 | 4.31 s
18:36:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 862/1421 | category=metal | supports=3 | candidates=33 | visual=38 tv=38 text=10 | 4.54 s
18:37:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 863/1421 | category=metal | supports=3 | candidates=36 | visual=47 tv=47 text=18 | 4.76 s
18:37:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 864/1421 | category=metal | supports=3 | candidates=27 | visual=37 tv=37 text=3 | 4.09 s
18:37:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 865/1421 | category=metal | supports=3 | candidates=25 | visual=26 tv=26 text=3 | 3.94 s
18:37:14 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 866/1421 | category=metal | supports=3 | candidates=30 | visual=33 tv=32 text=3 | 4.30 s
18:37:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 867/1421 | category=metal | supports=3 | candidates=24 | visual=28 tv=27 text=8 | 3.86 s
18:37:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 868/1421 | category=metal | supports=3 | candidates=31 | visual=34 tv=34 text=11 | 4.37 s
18:37:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 869/1421 | category=metal | supports=3 | candidates=35 | visual=42 tv=43 text=12 | 4.69 s
18:37:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 870/1421 | category=metal | supports=3 | candidates=26 | visual=51 tv=49 text=13 | 4.01 s
18:37:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 871/1421 | category=metal | supports=3 | candidates=38 | visual=57 tv=58 text=16 | 4.92 s
18:37:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 872/1421 | category=metal | supports=3 | candidates=26 | visual=41 tv=34 text=10 | 4.00 s
18:37:44 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 873/1421 | category=metal | supports=3 | candidates=26 | visual=30 tv=30 text=7 | 4.00 s
18:37:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 874/1421 | category=metal | supports=3 | candidates=30 | visual=33 tv=32 text=4 | 4.30 s
18:37:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 875/1421 | category=metal | supports=3 | candidates=34 | visual=36 tv=36 text=9 | 4.60 s
18:37:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 876/1421 | category=metal | supports=3 | candidates=31 | visual=55 tv=48 text=15 | 4.38 s
18:38:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 877/1421 | category=metal | supports=3 | candidates=33 | visual=46 tv=45 text=10 | 4.53 s
18:38:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 878/1421 | category=metal | supports=3 | candidates=43 | visual=49 tv=53 text=10 | 5.28 s
18:38:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 879/1421 | category=metal | supports=3 | candidates=34 | visual=41 tv=43 text=13 | 4.60 s
18:38:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 880/1421 | category=metal | supports=3 | candidates=34 | visual=38 tv=39 text=11 | 4.61 s
18:38:21 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 881/1421 | category=metal | supports=3 | candidates=27 | visual=47 tv=40 text=15 | 4.08 s
18:38:25 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 882/1421 | category=metal | supports=3 | candidates=27 | visual=31 tv=32 text=5 | 4.08 s
18:38:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 883/1421 | category=metal | supports=3 | candidates=26 | visual=29 tv=29 text=4 | 4.01 s
18:38:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 884/1421 | category=metal | supports=3 | candidates=28 | visual=36 tv=34 text=4 | 4.15 s
18:38:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 885/1421 | category=metal | supports=3 | candidates=25 | visual=32 tv=32 text=3 | 3.94 s
18:38:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 886/1421 | category=metal | supports=3 | candidates=23 | visual=28 tv=30 text=2 | 3.78 s
18:38:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 887/1421 | category=metal | supports=3 | candidates=35 | visual=42 tv=42 text=5 | 4.69 s
18:38:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 888/1421 | category=metal | supports=3 | candidates=24 | visual=24 tv=24 text=5 | 3.86 s
18:38:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 889/1421 | category=metal | supports=3 | candidates=17 | visual=23 tv=23 text=3 | 3.34 s
18:38:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 890/1421 | category=metal | supports=3 | candidates=25 | visual=27 tv=25 text=9 | 3.93 s
18:39:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 891/1421 | category=metal | supports=3 | candidates=23 | visual=46 tv=42 text=3 | 3.79 s
18:39:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 892/1421 | category=metal | supports=3 | candidates=15 | visual=38 tv=27 text=5 | 3.18 s
18:39:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 893/1421 | category=metal | supports=3 | candidates=39 | visual=55 tv=55 text=7 | 4.99 s
18:39:13 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 894/1421 | category=metal | supports=3 | candidates=24 | visual=53 tv=54 text=12 | 3.87 s
18:39:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 895/1421 | category=metal | supports=3 | candidates=40 | visual=61 tv=59 text=18 | 5.07 s
18:39:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 896/1421 | category=metal | supports=3 | candidates=17 | visual=18 tv=18 text=2 | 3.33 s
18:39:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 897/1421 | category=metal | supports=3 | candidates=32 | visual=35 tv=34 text=7 | 4.46 s
18:39:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 898/1421 | category=metal | supports=3 | candidates=37 | visual=48 tv=47 text=15 | 4.84 s
18:39:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 899/1421 | category=metal | supports=3 | candidates=31 | visual=37 tv=40 text=7 | 4.38 s
18:39:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 900/1421 | category=metal | supports=3 | candidates=39 | visual=46 tv=45 text=8 | 5.00 s
18:39:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 901/1421 | category=metal | supports=3 | candidates=30 | visual=52 tv=45 text=14 | 4.31 s
18:39:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 902/1421 | category=metal | supports=3 | candidates=31 | visual=51 tv=50 text=14 | 4.37 s
18:39:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 903/1421 | category=metal | supports=3 | candidates=21 | visual=25 tv=25 text=8 | 3.63 s
18:39:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 904/1421 | category=metal | supports=3 | candidates=34 | visual=56 tv=57 text=15 | 4.60 s
18:40:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 905/1421 | category=metal | supports=3 | candidates=36 | visual=45 tv=45 text=11 | 4.76 s
18:40:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 906/1421 | category=metal | supports=3 | candidates=29 | visual=54 tv=49 text=9 | 4.26 s
18:40:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 907/1421 | category=metal | supports=3 | candidates=30 | visual=51 tv=51 text=12 | 4.33 s
18:40:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 908/1421 | category=metal | supports=3 | candidates=36 | visual=46 tv=44 text=7 | 4.79 s
18:40:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 909/1421 | category=metal | supports=3 | candidates=19 | visual=51 tv=29 text=16 | 3.50 s
18:40:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 910/1421 | category=metal | supports=3 | candidates=26 | visual=46 tv=41 text=9 | 4.02 s
18:40:28 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 911/1421 | category=metal | supports=3 | candidates=30 | visual=36 tv=35 text=6 | 4.31 s
18:40:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 912/1421 | category=metal | supports=3 | candidates=32 | visual=38 tv=37 text=10 | 4.47 s
18:40:38 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 913/1421 | category=metal | supports=3 | candidates=46 | visual=51 tv=50 text=11 | 5.53 s
18:40:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 914/1421 | category=metal | supports=3 | candidates=32 | visual=52 tv=49 text=13 | 4.49 s
18:40:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 915/1421 | category=metal | supports=3 | candidates=41 | visual=63 tv=60 text=14 | 5.17 s
18:40:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 916/1421 | category=metal | supports=3 | candidates=23 | visual=56 tv=52 text=12 | 3.81 s
18:40:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 917/1421 | category=metal | supports=3 | candidates=33 | visual=36 tv=38 text=5 | 4.54 s
18:41:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 918/1421 | category=metal | supports=3 | candidates=33 | visual=57 tv=52 text=24 | 4.55 s
18:41:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 919/1421 | category=metal | supports=3 | candidates=33 | visual=54 tv=45 text=14 | 4.56 s
18:41:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 920/1421 | category=metal | supports=3 | candidates=36 | visual=43 tv=42 text=9 | 4.80 s
18:41:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 921/1421 | category=metal | supports=3 | candidates=34 | visual=41 tv=40 text=6 | 4.65 s
18:41:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 922/1421 | category=metal | supports=3 | candidates=38 | visual=39 tv=41 text=5 | 4.94 s
18:41:25 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 923/1421 | category=metal | supports=3 | candidates=30 | visual=44 tv=44 text=13 | 4.35 s
18:41:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 924/1421 | category=metal | supports=3 | candidates=23 | visual=27 tv=27 text=13 | 3.79 s
18:41:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 925/1421 | category=metal | supports=3 | candidates=36 | visual=55 tv=57 text=10 | 4.81 s
18:41:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 926/1421 | category=metal | supports=3 | candidates=24 | visual=27 tv=27 text=3 | 3.85 s
18:41:42 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 927/1421 | category=metal | supports=3 | candidates=32 | visual=41 tv=41 text=10 | 4.46 s
18:41:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 928/1421 | category=metal | supports=3 | candidates=33 | visual=36 tv=38 text=9 | 4.55 s
18:41:51 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 929/1421 | category=metal | supports=3 | candidates=27 | visual=62 tv=45 text=16 | 4.10 s
18:41:55 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 930/1421 | category=metal | supports=3 | candidates=32 | visual=34 tv=34 text=7 | 4.47 s
18:41:59 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 931/1421 | category=metal | supports=3 | candidates=21 | visual=25 tv=25 text=2 | 3.64 s
18:42:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 932/1421 | category=metal | supports=3 | candidates=33 | visual=33 tv=35 text=8 | 4.55 s
18:42:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 933/1421 | category=metal | supports=3 | candidates=27 | visual=31 tv=31 text=4 | 4.08 s
18:42:13 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 934/1421 | category=metal | supports=3 | candidates=39 | visual=47 tv=47 text=17 | 4.98 s
18:42:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 935/1421 | category=metal | supports=3 | candidates=38 | visual=54 tv=53 text=13 | 4.91 s
18:42:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 936/1421 | category=metal | supports=3 | candidates=24 | visual=29 tv=29 text=6 | 3.85 s
18:42:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 937/1421 | category=metal | supports=3 | candidates=36 | visual=41 tv=41 text=10 | 4.75 s
18:42:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 938/1421 | category=metal | supports=3 | candidates=44 | visual=55 tv=62 text=24 | 5.37 s
18:42:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 939/1421 | category=metal | supports=3 | candidates=33 | visual=36 tv=35 text=9 | 4.53 s
18:42:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 940/1421 | category=metal | supports=3 | candidates=31 | visual=40 tv=36 text=7 | 4.38 s
18:42:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 941/1421 | category=metal | supports=3 | candidates=32 | visual=58 tv=53 text=14 | 4.45 s
18:42:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 942/1421 | category=metal | supports=3 | candidates=31 | visual=33 tv=34 text=8 | 4.38 s
18:42:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 943/1421 | category=metal | supports=3 | candidates=31 | visual=32 tv=32 text=3 | 4.38 s
18:42:59 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 944/1421 | category=metal | supports=3 | candidates=34 | visual=58 tv=59 text=13 | 4.62 s
18:43:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 945/1421 | category=metal | supports=3 | candidates=33 | visual=35 tv=35 text=5 | 4.53 s
18:43:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 946/1421 | category=metal | supports=3 | candidates=20 | visual=59 tv=28 text=19 | 3.57 s
18:43:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 947/1421 | category=metal | supports=3 | candidates=35 | visual=44 tv=43 text=7 | 4.67 s
18:43:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 948/1421 | category=metal | supports=3 | candidates=27 | visual=28 tv=29 text=8 | 4.08 s
18:43:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 949/1421 | category=metal | supports=3 | candidates=32 | visual=35 tv=34 text=3 | 4.45 s
18:43:25 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 950/1421 | category=metal | supports=3 | candidates=31 | visual=51 tv=52 text=10 | 4.38 s
18:43:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 951/1421 | category=metal | supports=3 | candidates=35 | visual=60 tv=61 text=13 | 4.68 s
18:43:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 952/1421 | category=metal | supports=3 | candidates=31 | visual=37 tv=38 text=2 | 4.38 s
18:43:38 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 953/1421 | category=metal | supports=3 | candidates=31 | visual=34 tv=34 text=5 | 4.38 s
18:43:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 954/1421 | category=metal | supports=3 | candidates=35 | visual=61 tv=59 text=17 | 4.69 s
18:43:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 955/1421 | category=metal | supports=3 | candidates=36 | visual=51 tv=50 text=0 | 4.76 s
18:43:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 956/1421 | category=metal | supports=3 | candidates=31 | visual=47 tv=45 text=6 | 4.38 s
18:43:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 957/1421 | category=metal | supports=3 | candidates=34 | visual=37 tv=37 text=7 | 4.62 s
18:44:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 958/1421 | category=metal | supports=3 | candidates=26 | visual=36 tv=36 text=5 | 3.99 s
18:44:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 959/1421 | category=metal | supports=3 | candidates=46 | visual=59 tv=57 text=21 | 5.51 s
18:44:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 960/1421 | category=metal | supports=3 | candidates=39 | visual=54 tv=58 text=11 | 5.00 s
18:44:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 961/1421 | category=metal | supports=3 | candidates=27 | visual=35 tv=36 text=3 | 4.08 s
18:44:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 962/1421 | category=soft plastic | supports=7 | candidates=55 | visual=64 tv=62 text=5 | 7.38 s
18:44:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 963/1421 | category=soft plastic | supports=7 | candidates=31 | visual=36 tv=35 text=5 | 5.53 s
18:44:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 964/1421 | category=soft plastic | supports=7 | candidates=27 | visual=40 tv=37 text=0 | 5.24 s
18:44:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 965/1421 | category=soft plastic | supports=7 | candidates=22 | visual=64 tv=35 text=1 | 4.86 s
18:44:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 966/1421 | category=soft plastic | supports=7 | candidates=57 | visual=63 tv=61 text=3 | 7.51 s
18:44:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 967/1421 | category=soft plastic | supports=7 | candidates=25 | visual=26 tv=26 text=1 | 5.09 s
18:44:59 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 968/1421 | category=soft plastic | supports=7 | candidates=47 | visual=51 tv=52 text=1 | 6.74 s
18:45:05 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 969/1421 | category=soft plastic | supports=7 | candidates=32 | visual=38 tv=38 text=1 | 5.61 s
18:45:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 970/1421 | category=soft plastic | supports=7 | candidates=50 | visual=54 tv=50 text=0 | 6.97 s
18:45:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 971/1421 | category=soft plastic | supports=7 | candidates=45 | visual=50 tv=50 text=0 | 6.61 s
18:45:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 972/1421 | category=soft plastic | supports=7 | candidates=26 | visual=30 tv=27 text=5 | 5.17 s
18:45:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 973/1421 | category=soft plastic | supports=7 | candidates=38 | visual=44 tv=43 text=3 | 6.08 s
18:45:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 974/1421 | category=soft plastic | supports=7 | candidates=40 | visual=51 tv=54 text=4 | 6.23 s
18:45:44 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 975/1421 | category=soft plastic | supports=7 | candidates=55 | visual=56 tv=56 text=1 | 7.37 s
